GeneID	InterPro
FUN_008841	
FUN_008842	
FUN_008843	IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold;IPR024372 Proteasome component Ecm29
FUN_008844	IPR008160 Collagen triple helix repeat
FUN_008845	IPR004307 TspO/MBR-related protein;IPR038330 TspO/MBR-related superfamily
FUN_008846	IPR004294 Carotenoid oxygenase
FUN_008847	IPR012674 Calycin
FUN_008848	IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_008849	IPR002885 Pentatricopeptide repeat;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR033443 Pentacotripeptide-repeat region of PRORP
FUN_008850	IPR000850 Adenylate kinase/UMP-CMP kinase;IPR006266 UMP-CMP kinase;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR033690 Adenylate kinase, conserved site
FUN_008851	IPR000549 Photosystem I reaction center subunit V/PsaK;IPR017493 Photosystem I reaction center subunit psaK, plant;IPR023618 Photosystem I PsaG/PsaK domain, chloroplastic
FUN_008852	IPR000571 Zinc finger, CCCH-type;IPR012340 Nucleic acid-binding, OB-fold
FUN_008853	IPR008144 Guanylate kinase-like domain;IPR008145 Guanylate kinase/L-type calcium channel beta subunit;IPR017665 Guanylate kinase;IPR020590 Guanylate kinase, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_008854	IPR003406 Glycosyl transferase, family 14
FUN_008855	IPR000644 CBS domain;IPR001807 Chloride channel, voltage gated;IPR014743 Chloride channel, core
FUN_008856	IPR006828 Association with the SNF1 complex (ASC) domain;IPR013783 Immunoglobulin-like fold;IPR014756 Immunoglobulin E-set;IPR032640 AMP-activated protein kinase, glycogen-binding domain;IPR037256 ASC domain superfamily
FUN_008857	IPR003148 Regulator of K+ conductance, N-terminal;IPR004771 K+/H+ exchanger;IPR006153 Cation/H+ exchanger;IPR036291 NAD(P)-binding domain superfamily;IPR038770 Sodium/solute symporter superfamily
FUN_008858	IPR001447 Arylamine N-acetyltransferase;IPR038765 Papain-like cysteine peptidase superfamily
FUN_008859	IPR001757 P-type ATPase;IPR004014 Cation-transporting P-type ATPase, N-terminal;IPR006534 P-type ATPase, subfamily IIIA;IPR008250 P-type ATPase, A domain superfamily;IPR018303 P-type ATPase, phosphorylation site;IPR023214 HAD superfamily;IPR023298 P-type ATPase, transmembrane domain superfamily;IPR023299 P-type ATPase, cytoplasmic domain N;IPR036412 HAD-like superfamily
FUN_008860	IPR001447 Arylamine N-acetyltransferase;IPR038765 Papain-like cysteine peptidase superfamily
FUN_008861	IPR001697 Pyruvate kinase;IPR011037 Pyruvate kinase-like, insert domain superfamily;IPR015793 Pyruvate kinase, barrel;IPR015795 Pyruvate kinase, C-terminal;IPR015806 Pyruvate kinase, insert domain superfamily;IPR015813 Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily;IPR018209 Pyruvate kinase, active site;IPR036918 Pyruvate kinase, C-terminal domain superfamily;IPR040442 Pyruvate kinase-like domain superfamily
FUN_008862	
FUN_008863	
FUN_008864	IPR000980 SH2 domain;IPR036860 SH2 domain superfamily
FUN_008865	
FUN_008866	IPR002067 Mitochondrial carrier protein;IPR018108 Mitochondrial substrate/solute carrier;IPR023395 Mitochondrial carrier domain superfamily
FUN_008867	IPR026057 PC-Esterase
FUN_008868	IPR026057 PC-Esterase
FUN_008869	IPR007759 ASXL, HARE-HTH domain
FUN_008870	IPR001806 Small GTPase;IPR005225 Small GTP-binding protein domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_008871	
FUN_008872	
FUN_008873	IPR001752 Kinesin motor domain;IPR019821 Kinesin motor domain, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036961 Kinesin motor domain superfamily
FUN_008874	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily;IPR036053 PABC (PABP) domain
FUN_008875	
FUN_008876	IPR007342 Pseudouridine-5'-phosphate glycosidase;IPR022830 Indigoidine synthase A-like
FUN_008877	IPR013886 PI31 proteasome regulator, C-terminal;IPR021625 PI31 proteasome regulator, N-terminal
FUN_008878	IPR006553 Leucine-rich repeat, cysteine-containing subtype;IPR032675 Leucine-rich repeat domain superfamily
FUN_008879	IPR006571 TLDc domain
FUN_008880	IPR000073 Alpha/beta hydrolase fold-1;IPR002410 Peptidase S33;IPR029058 Alpha/Beta hydrolase fold
FUN_008881	IPR032704 Protein Cms1
FUN_008882	IPR001623 DnaJ domain;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None;IPR019734 Tetratricopeptide repeat;IPR036869 Chaperone J-domain superfamily
FUN_008883	
FUN_008884	
FUN_008885	IPR008949 Isoprenoid synthase domain superfamily
FUN_008886	IPR001099 Chalcone/stilbene synthase, N-terminal;IPR012328 Chalcone/stilbene synthase, C-terminal;IPR016039 Thiolase-like
FUN_008887	IPR008166 Glycosyltransferase family 92
FUN_008888	
FUN_008889	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR036322 WD40-repeat-containing domain superfamily
FUN_008890	IPR002347 Short-chain dehydrogenase/reductase SDR;IPR020904 Short-chain dehydrogenase/reductase, conserved site;IPR036291 NAD(P)-binding domain superfamily
FUN_008891	IPR002935 Class I-like SAM-dependent O-methyltransferase;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
FUN_008892	IPR002938 FAD-binding domain;IPR036188 FAD/NAD(P)-binding domain superfamily
FUN_008893	IPR019312 CCR4-NOT transcription complex subunit 11
FUN_008894	
FUN_008895	IPR002347 Short-chain dehydrogenase/reductase SDR;IPR036291 NAD(P)-binding domain superfamily
FUN_008896	IPR002938 FAD-binding domain;IPR036188 FAD/NAD(P)-binding domain superfamily
FUN_008897	IPR036188 FAD/NAD(P)-binding domain superfamily
FUN_008898	IPR002938 FAD-binding domain;IPR036188 FAD/NAD(P)-binding domain superfamily
FUN_008899	IPR001041 2Fe-2S ferredoxin-type iron-sulfur binding domain;IPR012675 Beta-grasp domain superfamily;IPR036010 2Fe-2S ferredoxin-like superfamily
FUN_008900	IPR002569 Peptide methionine sulphoxide reductase MsrA domain;IPR036509 Peptide methionine sulphoxide reductase MsrA superfamily
FUN_008901	IPR002680 Alternative oxidase;IPR038659 Alternative oxidase superfamily
FUN_008902	IPR006424 Glyceraldehyde-3-phosphate dehydrogenase, type I;IPR020828 Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain;IPR020829 Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain;IPR020830 Glyceraldehyde 3-phosphate dehydrogenase, active site;IPR020831 Glyceraldehyde/Erythrose phosphate dehydrogenase family;IPR036291 NAD(P)-binding domain superfamily
FUN_008903	IPR012445 Autophagy-related protein 101;IPR036570 HORMA domain superfamily
FUN_008904	IPR000242 Tyrosine-specific protein phosphatase, PTPase domain;IPR000387 Tyrosine-specific protein phosphatases domain;IPR003595 Protein-tyrosine phosphatase, catalytic;IPR016130 Protein-tyrosine phosphatase, active site;IPR029021 Protein-tyrosine phosphatase-like
FUN_008905	IPR005822 Ribosomal protein L13;IPR005823 Ribosomal protein L13, bacterial-type;IPR023563 Ribosomal protein L13, conserved site;IPR036899 Ribosomal protein L13 superfamily
FUN_008906	IPR006554 Helicase-like, DEXD box c2 type;IPR006555 ATP-dependent helicase, C-terminal;IPR010614 DEAD2;IPR013020 ATP-dependent helicase Rad3/Chl1-like;IPR014013 Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_008907	IPR000594 THIF-type NAD/FAD binding fold;IPR035985 Ubiquitin-activating enzyme
FUN_008908	IPR013256 Chromatin SPT2
FUN_008909	IPR000432 DNA mismatch repair protein MutS, C-terminal;IPR007696 DNA mismatch repair protein MutS, core;IPR017261 DNA mismatch repair protein MutS/MSH;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036187 DNA mismatch repair protein MutS, core domain superfamily
FUN_008910	IPR008331 Ferritin/DPS protein domain;IPR009040 Ferritin-like diiron domain;IPR009078 Ferritin-like superfamily;IPR012347 Ferritin-like
FUN_008911	IPR002347 Short-chain dehydrogenase/reductase SDR;IPR036291 NAD(P)-binding domain superfamily
FUN_008912	IPR000109 Proton-dependent oligopeptide transporter family;IPR018456 PTR2 family proton/oligopeptide symporter, conserved site;IPR036259 MFS transporter superfamily
FUN_008913	
FUN_008914	
FUN_008915	IPR012340 Nucleic acid-binding, OB-fold;IPR013970 Replication factor A protein 3
FUN_008916	IPR001433 Oxidoreductase FAD/NAD(P)-binding;IPR001709 Flavoprotein pyridine nucleotide cytochrome reductase;IPR015701 Ferredoxin--NADP reductase;IPR017927 FAD-binding domain, ferredoxin reductase-type;IPR017938 Riboflavin synthase-like beta-barrel;IPR035442 Ferredoxin--NADP reductase, plant and Cyanobacteria type;IPR039261 Ferredoxin-NADP reductase (FNR), nucleotide-binding domain
FUN_008917	IPR000620 EamA domain
FUN_008918	IPR000462 CDP-alcohol phosphatidyltransferase;IPR004570 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase;IPR043130 CDP-alcohol phosphatidyltransferase, transmembrane domain
FUN_008919	IPR004038 Ribosomal protein L7Ae/L30e/S12e/Gadd45;IPR022991 Ribosomal protein L30e, conserved site;IPR029064 50S ribosomal protein L30e-like
FUN_008920	IPR003395 RecF/RecN/SMC, N-terminal;IPR010935 SMCs flexible hinge;IPR024704 Structural maintenance of chromosomes protein;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036277 SMCs flexible hinge superfamily;IPR041738 None
FUN_008921	IPR001054 Adenylyl cyclase class-3/4/guanylyl cyclase;IPR029787 Nucleotide cyclase
FUN_008922	
FUN_008923	IPR002048 EF-hand domain;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR011992 EF-hand domain pair;IPR013026 None;IPR018247 EF-Hand 1, calcium-binding site;IPR019734 Tetratricopeptide repeat
FUN_008924	IPR000156 Ran binding domain;IPR011993 PH-like domain superfamily
FUN_008925	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None;IPR019734 Tetratricopeptide repeat
FUN_008926	IPR001024 PLAT/LH2 domain;IPR001932 PPM-type phosphatase-like domain;IPR036392 PLAT/LH2 domain superfamily;IPR036457 PPM-type phosphatase-like domain superfamily
FUN_008927	IPR009244 Mediator complex, subunit Med7;IPR037212 Mediator complex, subunit Med7/Med21-like
FUN_008928	
FUN_008929	
FUN_008930	
FUN_008931	
FUN_008932	
FUN_008933	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR019775 WD40 repeat, conserved site;IPR036322 WD40-repeat-containing domain superfamily
FUN_008934	IPR000246 Peptidase T2, asparaginase 2;IPR029055 Nucleophile aminohydrolases, N-terminal;IPR037464 Threonine aspartase 1
FUN_008935	IPR005025 NADPH-dependent FMN reductase-like;IPR008254 Flavodoxin/nitric oxide synthase;IPR010089 Flavoprotein WrbA-like;IPR029039 Flavoprotein-like superfamily
FUN_008936	IPR002933 Peptidase M20;IPR011650 Peptidase M20, dimerisation domain;IPR036264 Bacterial exopeptidase dimerisation domain
FUN_008937	
FUN_008938	IPR019519 Elongator complex protein 5
FUN_008939	IPR000058 Zinc finger, AN1-type;IPR002653 Zinc finger, A20-type;IPR035896 AN1-like Zinc finger
FUN_008940	
FUN_008941	IPR000582 Acyl-CoA-binding protein, ACBP;IPR014352 FERM/acyl-CoA-binding protein superfamily;IPR022408 Acyl-CoA-binding protein, ACBP, conserved site;IPR035984 Acyl-CoA binding protein superfamily
FUN_008942	IPR001646 Pentapeptide repeat
FUN_008943	IPR005749 Ribosomal protein L15, bacterial-type;IPR021131 Ribosomal protein L18e/L15P;IPR030878 Ribosomal protein L15;IPR036227 Ribosomal L18e/L15P superfamily
FUN_008944	IPR008979 Galactose-binding-like domain superfamily;IPR010400 PITH domain;IPR037047 PITH domain superfamily
FUN_008945	
FUN_008946	
FUN_008947	IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR040632 Sulfotransferase, S. mansonii-type
FUN_008948	IPR000432 DNA mismatch repair protein MutS, C-terminal;IPR002625 Smr domain;IPR007696 DNA mismatch repair protein MutS, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036187 DNA mismatch repair protein MutS, core domain superfamily
FUN_008949	IPR001547 Glycoside hydrolase, family 5;IPR017853 Glycoside hydrolase superfamily
FUN_008950	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_008951	IPR007130 Diacylglycerol acyltransferase
FUN_008952	
FUN_008953	
FUN_008954	IPR001214 SET domain;IPR003616 Post-SET domain
FUN_008955	IPR001790 Ribosomal protein L10P;IPR043141 Ribosomal protein L10-like domain superfamily
FUN_008956	IPR005172 CRC domain;IPR033467 Tesmin/TSO1-like CXC domain
FUN_008957	
FUN_008958	IPR000711 ATPase, OSCP/delta subunit;IPR020781 ATPase, OSCP/delta subunit, conserved site;IPR026015 F1F0 ATP synthase OSCP/delta subunit, N-terminal domain superfamily
FUN_008959	IPR011084 DNA repair metallo-beta-lactamase;IPR036866 Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
FUN_008960	IPR000547 Clathrin, heavy chain/VPS, 7-fold repeat;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR016528 Vacuolar protein sorting-associated protein 11;IPR024763 Vacuolar protein sorting protein 11, C-terminal
FUN_008961	IPR003726 Homocysteine-binding domain;IPR017226 Betaine-homocysteine S-methyltransferase, BHMT;IPR036589 Homocysteine-binding domain superfamily
FUN_008962	IPR000717 Proteasome component (PCI) domain;IPR036388 Winged helix-like DNA-binding domain superfamily;IPR036390 Winged helix DNA-binding domain superfamily;IPR040896 26S proteasome regulatory subunit RPN5, C-terminal domain
FUN_008963	IPR001991 Sodium:dicarboxylate symporter;IPR036458 Sodium:dicarboxylate symporter superfamily
FUN_008964	IPR000089 Biotin/lipoyl attachment;IPR001078 2-oxoacid dehydrogenase acyltransferase, catalytic domain;IPR004167 Peripheral subunit-binding domain;IPR006257 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex;IPR011053 Single hybrid motif;IPR023213 Chloramphenicol acetyltransferase-like domain superfamily;IPR036625 E3-binding domain superfamily
FUN_008965	IPR003213 Cytochrome c oxidase, subunit VIb;IPR036549 Cytochrome c oxidase, subunit VIb superfamily
FUN_008966	IPR006785 Peroxisome membrane anchor protein Pex14p, N-terminal;IPR036388 Winged helix-like DNA-binding domain superfamily
FUN_008967	
FUN_008968	IPR004304 Acetamidase/Formamidase
FUN_008969	IPR004598 Transcription factor TFIIH subunit p52/Tfb2;IPR040662 Transcription factor Tfb2, C-terminal domain
FUN_008970	
FUN_008971	
FUN_008972	
FUN_008973	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None
FUN_008974	IPR001048 Aspartate/glutamate/uridylate kinase;IPR001341 Aspartate kinase;IPR001342 Homoserine dehydrogenase, catalytic;IPR002912 ACT domain;IPR005106 Aspartate/homoserine dehydrogenase, NAD-binding;IPR011147 Bifunctional aspartokinase/homoserine dehydrogenase;IPR018042 Aspartate kinase, conserved site;IPR019811 Homoserine dehydrogenase, conserved site;IPR027795 CASTOR, ACT domain;IPR036291 NAD(P)-binding domain superfamily;IPR036393 Acetylglutamate kinase-like superfamily
FUN_008975	IPR001412 Aminoacyl-tRNA synthetase, class I, conserved site;IPR002300 Aminoacyl-tRNA synthetase, class Ia;IPR004493 Leucyl-tRNA synthetase, class Ia, archaeal/eukaryotic cytosolic;IPR009008 Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain;IPR009080 Aminoacyl-tRNA synthetase, class Ia, anticodon-binding;IPR013155 Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
FUN_008976	IPR003347 JmjC domain;IPR035445 GYF-like domain superfamily
FUN_008977	
FUN_008978	IPR001185 Large-conductance mechanosensitive channel;IPR019823 Large-conductance mechanosensitive channel, conserved site;IPR036019 Large-conductance mechanosensitive channel MscL;IPR037673 Large-conductance mechanosensitive channel/anditomin synthesis protein L
FUN_008979	IPR016087 Chalcone isomerase;IPR016088 Chalcone isomerase, 3-layer sandwich;IPR036298 Chalcone isomerase superfamily
FUN_008980	IPR007255 Conserved oligomeric Golgi complex subunit 8;IPR016159 Cullin repeat-like-containing domain superfamily
FUN_008981	IPR006569 CID domain;IPR006903 None;IPR008942 ENTH/VHS
FUN_008982	
FUN_008983	IPR018816 Splicing factor cactin, central domain;IPR019134 Splicing factor Cactin, C-terminal
FUN_008984	
FUN_008985	IPR000073 Alpha/beta hydrolase fold-1;IPR029058 Alpha/Beta hydrolase fold
FUN_008986	IPR036869 Chaperone J-domain superfamily
FUN_008987	IPR001650 Helicase, C-terminal;IPR011545 DEAD/DEAH box helicase domain;IPR012961 ATP-dependent RNA helicase Ski2/MTR4, C-terminal;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR016438 ATP-dependent RNA helicase SKI2-like;IPR025696 rRNA-processing arch domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR040801 Ski2, N-terminal domain
FUN_008988	IPR000182 GNAT domain;IPR016181 Acyl-CoA N-acyltransferase
FUN_008989	IPR013471 Ribonuclease Z/BN;IPR036866 Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
FUN_008990	
FUN_008991	IPR002194 Chaperonin TCP-1, conserved site;IPR002423 Chaperonin Cpn60/GroEL/TCP-1 family;IPR012722 T-complex protein 1, zeta subunit;IPR017998 Chaperone tailless complex polypeptide 1 (TCP-1);IPR027409 GroEL-like apical domain superfamily;IPR027410 TCP-1-like chaperonin intermediate domain superfamily;IPR027413 GroEL-like equatorial domain superfamily
FUN_008992	IPR000873 AMP-dependent synthetase/ligase domain;IPR020845 AMP-binding, conserved site;IPR042099 ANL, N-terminal domain
FUN_008993	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR034148 NCBP2, RNA recognition motif;IPR035979 RNA-binding domain superfamily
FUN_008994	IPR007577 Glycosyltransferase, DXD sugar-binding motif;IPR029044 Nucleotide-diphospho-sugar transferases;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
FUN_008995	IPR005135 Endonuclease/exonuclease/phosphatase;IPR031615 MYND-like zinc finger;IPR036691 Endonuclease/exonuclease/phosphatase superfamily
FUN_008996	IPR001222 Zinc finger, TFIIS-type;IPR003617 Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type;IPR003618 Transcription elongation factor S-II, central domain;IPR006289 Transcription elongation factor, TFIIS;IPR017923 Transcription factor IIS, N-terminal;IPR035100 Transcription elongation factor, IIS-type;IPR035441 TFIIS/LEDGF domain superfamily;IPR036575 Transcription elongation factor S-II, central domain superfamily
FUN_008997	IPR032675 Leucine-rich repeat domain superfamily
FUN_008998	
FUN_008999	
FUN_009000	IPR000866 Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant;IPR013766 Thioredoxin domain;IPR017937 Thioredoxin, conserved site;IPR036249 Thioredoxin-like superfamily;IPR036361 SAP domain superfamily
FUN_009001	IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR003960 ATPase, AAA-type, conserved site;IPR005937 26S proteasome regulatory subunit P45-like;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR032501 Proteasomal ATPase OB C-terminal domain;IPR041569 AAA ATPase, AAA+ lid domain
FUN_009002	IPR001870 B30.2/SPRY domain;IPR003877 SPRY domain;IPR006594 LIS1 homology motif;IPR006595 CTLH, C-terminal LisH motif;IPR013144 CRA domain;IPR013320 Concanavalin A-like lectin/glucanase domain superfamily;IPR024964 CTLH/CRA C-terminal to LisH motif domain;IPR043136 B30.2/SPRY domain superfamily
FUN_009003	IPR000467 G-patch domain;IPR013087 Zinc finger C2H2-type
FUN_009004	IPR003172 MD-2-related lipid-recognition domain;IPR014756 Immunoglobulin E-set
FUN_009005	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR036322 WD40-repeat-containing domain superfamily
FUN_009006	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR019417 Domain of unknown function DUF2415;IPR024977 Anaphase-promoting complex subunit 4, WD40 domain;IPR036322 WD40-repeat-containing domain superfamily
FUN_009007	IPR006683 Thioesterase domain;IPR029069 HotDog domain superfamily
FUN_009008	IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_009009	IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR011009 Protein kinase-like domain superfamily
FUN_009010	
FUN_009011	IPR001214 SET domain;IPR015353 Rubisco LSMT, substrate-binding domain;IPR036464 Rubisco LSMT, substrate-binding domain superfamily
FUN_009012	
FUN_009013	IPR006575 RWD domain;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR016135 Ubiquitin-conjugating enzyme/RWD-like
FUN_009014	IPR000164 Histone H3/CENP-A;IPR007125 Histone H2A/H2B/H3;IPR009072 Histone-fold
FUN_009015	IPR001715 Calponin homology domain;IPR001752 Kinesin motor domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036872 CH domain superfamily;IPR036961 Kinesin motor domain superfamily
FUN_009016	IPR003029 S1 domain;IPR012340 Nucleic acid-binding, OB-fold;IPR022967 RNA-binding domain, S1
FUN_009017	IPR019443 BLTP2/FMP27/Hobbit, C-terminal
FUN_009018	IPR010658 Nodulin-like;IPR036259 MFS transporter superfamily
FUN_009019	IPR001753 Enoyl-CoA hydratase/isomerase;IPR014748 Enoyl-CoA hydratase, C-terminal;IPR018376 Enoyl-CoA hydratase/isomerase, conserved site;IPR029045 ClpP/crotonase-like domain superfamily
FUN_009020	IPR035979 RNA-binding domain superfamily
FUN_009021	IPR001179 FKBP-type peptidyl-prolyl cis-trans isomerase domain
FUN_009022	IPR001279 Metallo-beta-lactamase;IPR011084 DNA repair metallo-beta-lactamase;IPR036866 Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
FUN_009023	
FUN_009024	
FUN_009025	IPR008685 Centromere protein Mis12
FUN_009026	
FUN_009027	IPR013766 Thioredoxin domain;IPR036249 Thioredoxin-like superfamily
FUN_009028	
FUN_009029	IPR002130 Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain;IPR020892 Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site;IPR024936 Cyclophilin-type peptidyl-prolyl cis-trans isomerase;IPR029000 Cyclophilin-like domain superfamily
FUN_009030	IPR000938 CAP Gly-rich domain;IPR001611 Leucine-rich repeat;IPR003591 Leucine-rich repeat, typical subtype;IPR015353 Rubisco LSMT, substrate-binding domain;IPR032675 Leucine-rich repeat domain superfamily;IPR036464 Rubisco LSMT, substrate-binding domain superfamily;IPR036859 CAP Gly-rich domain superfamily
FUN_009031	
FUN_009032	IPR000326 Phosphatidic acid phosphatase type 2/haloperoxidase;IPR036938 Phosphatidic acid phosphatase type 2/haloperoxidase superfamily
FUN_009033	IPR011701 Major facilitator superfamily;IPR036259 MFS transporter superfamily
FUN_009034	IPR001012 UBX domain;IPR004854 Ubiquitin fusion degradation protein Ufd1-like;IPR029071 Ubiquitin-like domain superfamily;IPR042299 Ufd1-like, Nn domain
FUN_009035	
FUN_009036	IPR000873 AMP-dependent synthetase/ligase domain;IPR020845 AMP-binding, conserved site;IPR025110 AMP-binding enzyme, C-terminal domain;IPR032387 Acetyl-coenzyme A synthetase, N-terminal domain;IPR042099 ANL, N-terminal domain
FUN_009037	IPR021163 Ferredoxin-NADP+ reductase, adrenodoxin-type;IPR023753 FAD/NAD(P)-binding domain;IPR036188 FAD/NAD(P)-binding domain superfamily
FUN_009038	IPR001564 Nucleoside diphosphate kinase;IPR023005 Nucleoside diphosphate kinase, active site;IPR034907 Nucleoside diphosphate kinase-like domain;IPR036850 Nucleoside diphosphate kinase-like domain superfamily
FUN_009039	IPR006708 Pex19 protein;IPR038322 Pex19, C-terminal domain superfamily
FUN_009040	
FUN_009041	IPR004333 SBP domain;IPR036893 SBP domain superfamily
FUN_009042	IPR005814 Aminotransferase class-III;IPR010164 Ornithine aminotransferase;IPR015421 Pyridoxal phosphate-dependent transferase, major domain;IPR015422 Pyridoxal phosphate-dependent transferase, small domain;IPR015424 Pyridoxal phosphate-dependent transferase
FUN_009043	IPR002190 MAGE homology domain
FUN_009044	IPR002067 Mitochondrial carrier protein;IPR018108 Mitochondrial substrate/solute carrier;IPR023395 Mitochondrial carrier domain superfamily
FUN_009045	
FUN_009046	
FUN_009047	
FUN_009048	IPR006593 Cytochrome b561/ferric reductase transmembrane
FUN_009049	IPR003448 Molybdopterin biosynthesis MoaE;IPR028888 Molybdopterin synthase catalytic subunit, eukaryotes;IPR036563 Molybdopterin biosynthesis MoaE subunit superfamily
FUN_009050	
FUN_009051	
FUN_009052	IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator, sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
FUN_009053	IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator, sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
FUN_009054	IPR014044 CAP domain;IPR035940 CAP superfamily
FUN_009055	
FUN_009056	IPR001179 FKBP-type peptidyl-prolyl cis-trans isomerase domain
FUN_009057	IPR003890 MIF4G-like, type 3;IPR003891 Initiation factor eIF-4 gamma, MA3;IPR016021 None;IPR016024 Armadillo-type fold
FUN_009058	
FUN_009059	IPR006046 Alpha amylase;IPR006047 Glycosyl hydrolase, family 13, catalytic domain;IPR012850 Alpha-amylase, C-terminal beta-sheet;IPR013780 Glycosyl hydrolase, all-beta;IPR017853 Glycoside hydrolase superfamily
FUN_009060	
FUN_009061	IPR001260 Coproporphyrinogen III oxidase, aerobic;IPR036406 Oxygen-dependent coproporphyrinogen III oxidase superfamily
FUN_009062	
FUN_009063	IPR001295 Dihydroorotate dehydrogenase, conserved site;IPR005719 Dihydroorotate dehydrogenase, class 2;IPR005720 Dihydroorotate dehydrogenase domain;IPR013785 Aldolase-type TIM barrel
FUN_009064	
FUN_009065	
FUN_009066	
FUN_009067	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily
FUN_009068	IPR001342 Homoserine dehydrogenase, catalytic;IPR005106 Aspartate/homoserine dehydrogenase, NAD-binding;IPR019811 Homoserine dehydrogenase, conserved site;IPR022697 Homoserine dehydrogenase lacking ACT domain;IPR036291 NAD(P)-binding domain superfamily
FUN_009069	IPR007788 Glutaminyl-peptide cyclotransferase
FUN_009070	IPR003593 AAA+ ATPase domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_009071	IPR014908 Nucleoporin, Nup133/Nup155-like, N-terminal;IPR042538 Nucleoporin, Nup155-like, C-terminal, subdomain 3
FUN_009072	
FUN_009073	IPR000109 Proton-dependent oligopeptide transporter family;IPR036259 MFS transporter superfamily
FUN_009074	
FUN_009075	
FUN_009076	
FUN_009077	IPR006593 Cytochrome b561/ferric reductase transmembrane
FUN_009078	IPR006050 DNA photolyase, N-terminal;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR036134 Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily;IPR036155 Cryptochrome/photolyase, N-terminal domain superfamily
